,Tarih,Çalışma Grubu,İstasyon Adı,Sağlam(dz),Miktar (kg.),Ürün Grubu,Model Ad,Yıl,Hafta
2279,2023-02-09,GECE,A0006,13.0,0.0,Patik,CARERA PATİK,2023,6
2280,2023-01-17,GECE,A0029,17.33,4.17,Patik,CODE 3P.XX SHORT,2023,3
2281,2023-02-09,GÜNDÜZ,A0033,9.5,1.68,Babet,KÜÇÜK YILDIZ BABET,2023,6
2282,2023-02-07,GECE,A0022,12.25,2.69,Patik,2023-2,2023,6
2283,2023-02-02,GECE,A0012,16.33,4.97,Patik,CODE 3P.XX SHORT,2023,5
2284,2023-02-22,GECE,A0009,15.67,3.39,Patik,KABARTMA EKOSE,2023,8
2285,2023-02-03,GÜNDÜZ,A0014,6.92,2.47,Kısa Konç,KISAKONC,2023,5
2286,2023-02-14,GÜNDÜZ,A0029,7.83,2.9,Soket,PUNALI SOKET,2023,7
2287,2023-01-06,GÜNDÜZ,A0017,11.0,0.0,Kısa Konç,TUBE CEMBERLI ,2023,1
2288,2023-02-09,GECE,A0015,15.83,4.92,Patik,CODE 3P.XX SHORT,2023,6
2289,2023-02-02,GÜNDÜZ,A0030,10.58,3.36,Kısa Konç,KISAKONC,2023,5
2290,2023-02-09,GÜNDÜZ,A0018,14.0,0.0,Patik,DERBILI NOKTALI,2023,6
2291,2023-01-30,GÜNDÜZ,A0007,11.17,2.35,Patik,2023-2,2023,5
2292,2023-01-19,GÜNDÜZ,A0013,10.25,3.23,Patik,CODE 3P.XX SHORT,2023,3
2293,2023-01-07,GECE,A0012,30.67,9.03,Kısa Konç,BRK-2,2023,1
2294,2023-01-29,GECE,A0020,27.67,8.26,Patik,CODE 3P.XX SHORT,2023,4
2295,2023-01-06,GÜNDÜZ,A0006,11.0,0.0,Patik,CARERA PATİK,2023,1
2296,2023-01-20,GECE,A0020,6.33,2.27,Soket,RIB ANKLE PURPLE,2023,3
2297,2023-02-02,GECE,A0021,8.33,2.36,Patik,KISAKONC SİM ÇEMBER,2023,5
2298,2023-01-13,GÜNDÜZ,A0029,7.08,1.71,Patik,CODE 3P.XX SHORT,2023,2
2299,2023-01-09,GÜNDÜZ,A0013,7.5,2.93,Soket,EKRU ÇOK ARI,2023,2
2300,2023-02-02,GECE,A0002,7.33,2.83,Soket,COK ÇİÇEKLİ,2023,5
2301,2023-01-18,GECE,A0023,7.0,2.45,Soket,2023-1,2023,3
2302,2023-01-17,GÜNDÜZ,A0005,8.5,3.15,Soket,MAVI COKLU ARI,2023,3
2303,2023-02-17,GÜNDÜZ,A0017,7.0,0.0,Patik,KOPEK PATİK,2023,7
2304,2023-01-27,GECE,A0014,13.67,4.9,Kısa Konç,KISAKONC,2023,4
2305,2023-02-16,GÜNDÜZ,A0034,10.0,0.0,Patik,CARERA PATİK,2023,7
2306,2023-01-30,GÜNDÜZ,A0018,14.0,0.0,Patik,BAYAN YILDIZ KABARTMA ,2023,5
2307,2023-01-15,GÜNDÜZ,A0025,11.08,4.21,Soket,EKRU ÇOK ARI,2023,2
2308,2023-01-27,GECE,A0002,12.42,4.15,Soket,ÇEMBERLI,2023,4
2309,2023-01-08,GÜNDÜZ,A0024,18.33,7.15,Soket,FLAMINGO SOKET,2023,1
2310,2023-02-20,GECE,A0034,14.0,0.0,Patik,CARERA PATİK,2023,8
2311,2023-01-06,GECE,A0004,12.08,4.71,Soket,TEK  PAPTYA,2023,1
2312,2023-02-01,GÜNDÜZ,A0005,9.17,4.55,Soket,3P-TENİS HAVLU,2023,5
2313,2023-02-06,GÜNDÜZ,A0002,11.58,3.08,Patik,CODE 3P.XX SHORT,2023,6
2314,2023-02-16,GECE,A0012,16.58,5.04,Patik,CODE 3P.XX SHORT,2023,7
2315,2023-02-22,GECE,A0012,0.17,5.09,Patik,CODE 3P.XX SHORT,2023,8
2316,2023-02-03,GECE,A0012,16.08,4.88,Patik,CODE 3P.XX SHORT,2023,5
2317,2023-01-10,GÜNDÜZ,A0030,8.5,2.97,Soket,POLKA DOTA ANKLE BLUE,2023,2
2318,2023-02-14,GECE,A0019,10.08,2.12,Patik,TEK NOKTA PATİK,2023,7
2319,2023-02-08,GECE,A0009,17.0,3.59,Patik,D,2023,6
2320,2023-01-20,GECE,A0010,17.0,4.39,Patik,CODE 3P.XX SHORT,2023,3
2321,2023-02-01,GECE,A0027,15.5,4.85,Kısa Konç,KISAKONC,2023,5
2322,2023-02-17,GÜNDÜZ,A0022,8.92,2.45,Soket,CEMBERLI YILDIZLI PATİK,2023,7
2323,2023-02-21,GECE,A0036,11.08,7.25,Soket,3P-TENİS HAVLU,2023,8
2324,2023-01-17,GÜNDÜZ,A0027,1.92,0.63,Soket,MANTAR DESEN,2023,3
2325,2023-01-18,GÜNDÜZ,A0007,9.67,2.05,Patik,2023-2,2023,3
2326,2023-01-02,GECE,A0010,13.17,4.25,Soket,FOX  SAKES,2023,1
2327,2023-01-05,GECE,A0031,3.25,0.56,Babet,3PK LOW CUT NO SHOW SOCKS,2023,1
2328,2023-02-08,GECE,A0024,14.0,2.46,Babet,DALMACYA  BABET,2023,6
2329,2023-01-18,GÜNDÜZ,A0006,10.0,0.0,Patik,CARERA PATİK,2023,3
2330,2023-01-12,GECE,A0028,12.5,3.98,Soket,MANTAR DESEN,2023,2
2331,2023-02-14,GECE,A0031,13.92,2.39,Babet,KARE  BABET,2023,7
2332,2023-02-06,GÜNDÜZ,A0020,11.25,3.07,Patik,CODE 3P.XX SHORT,2023,6
2333,2023-02-09,GECE,A0034,14.0,0.0,Patik,CARERA PATİK,2023,6
2334,2023-01-13,GÜNDÜZ,A0019,7.42,2.51,Soket,RIB ANKLE PURPLE,2023,2
2335,2023-01-15,GÜNDÜZ,A0017,27.0,0.0,Kısa Konç,TUBE CEMBERLI ,2023,2
2336,2023-01-11,GÜNDÜZ,A0001,7.33,2.71,Soket,POLKA DOTA ANKLE BLUE,2023,2
2337,2023-02-08,GÜNDÜZ,A0016,9.17,2.82,Patik,CODE 3P.XX SHORT,2023,6
2338,2023-02-14,GECE,A0009,2.67,0.58,Patik,TEK NOKTA PATİK,2023,7
2339,2023-01-12,GECE,A0021,12.17,4.45,Soket,FLORAL ANKLE,2023,2
2340,2023-01-08,GÜNDÜZ,A0025,3.33,1.27,Soket,FLAMINGO SOKET,2023,1
2341,2023-01-20,GÜNDÜZ,A0012,6.42,2.65,Soket,BUYUK KALP,2023,3
2342,2023-01-31,GÜNDÜZ,A0027,11.17,3.48,Kısa Konç,KISAKONC,2023,5
2343,2023-02-15,GECE,A0036,22.75,13.08,Soket,3P-TENİS HAVLU,2023,7
2344,2023-02-02,GÜNDÜZ,A0012,10.83,3.3,Patik,CODE 3P.XX SHORT,2023,5
2345,2023-01-18,GÜNDÜZ,A0035,7.75,3.08,Soket,TEK ARI,2023,3
2346,2023-02-21,GÜNDÜZ,A0026,8.0,0.0,Patik,KOPEK PATİK,2023,8
2347,2023-02-13,GECE,A0027,12.08,4.2,Soket,PUNALI SOKET,2023,7
2348,2023-01-10,GÜNDÜZ,A0011,6.75,1.57,Patik,2023-2,2023,2
2349,2023-01-23,GÜNDÜZ,A0034,10.0,0.0,Patik,CARERA PATİK,2023,4
2350,2023-01-12,GECE,A0020,1.58,0.58,Soket,RIB ANKLE PURPLE,2023,2
2351,2023-01-05,GÜNDÜZ,A0024,12.08,4.62,Soket,FLAMINGO SOKET,2023,1
2352,2023-01-26,GÜNDÜZ,A0030,15.83,4.94,Kısa Konç,KISAKONC,2023,4
2353,2023-02-22,GÜNDÜZ,A0031,3.0,0.0,Havlu Dizaltı,DERBILI HAVLU DİZALTI,2023,8
2354,2023-01-26,GÜNDÜZ,A0010,4.33,1.3,Kısa Konç,KISAKONC,2023,4
2355,2023-02-17,GÜNDÜZ,A0008,3.33,1.78,Soket,3P-TENİS HAVLU,2023,7
2356,2023-01-22,GECE,A0024,18.58,4.3,Patik,2023-2,2023,3
2357,2023-01-09,GECE,A0025,11.08,4.39,Soket,TEK ARI,2023,2
2358,2023-01-30,GÜNDÜZ,A0033,8.67,1.58,Babet,2023-3,2023,5
2359,2023-02-20,GECE,A0028,9.42,3.33,Soket,PUNALI SOKET,2023,8
2360,2023-01-06,GÜNDÜZ,A0005,7.83,3.01,Soket,MAVI COKLU ARI,2023,1
2361,2023-01-27,GÜNDÜZ,A0009,9.5,2.88,Kısa Konç,KISAKONC,2023,4
2362,2023-02-03,GECE,A0023,15.0,3.5,Patik,2023-2,2023,5
2363,2023-02-03,GECE,A0005,11.67,6.89,Soket,3P-TENİS HAVLU,2023,5
2364,2023-02-01,GÜNDÜZ,A0027,2.75,0.85,Kısa Konç,KISAKONC,2023,5
2365,2023-01-15,GÜNDÜZ,A0034,25.0,0.0,Patik,CARERA PATİK,2023,2
2366,2023-01-20,GECE,A0020,6.25,1.75,Patik,CODE 3P.XX SHORT,2023,3
2367,2023-02-14,GECE,A0030,11.67,4.4,Soket,KALPLI SOKET,2023,7
2368,2023-02-02,GECE,A0030,15.42,4.86,Kısa Konç,KISAKONC,2023,5
2369,2023-01-13,GÜNDÜZ,A0004,7.67,1.89,Patik,2023-2,2023,2
2370,2023-01-12,GÜNDÜZ,A0022,10.08,2.41,Patik,2023-2,2023,2
2371,2023-01-18,GECE,A0032,19.0,6.13,Patik,CODE 3P.XX SHORT,2023,3
2372,2023-02-17,GECE,A0002,11.5,4.17,Soket,KALPLI SOKET,2023,7
2373,2023-01-03,GÜNDÜZ,A0020,8.17,2.86,Soket,3 LU DERBILI PURPLE/PINK,2023,1
2374,2023-01-23,GÜNDÜZ,A0003,15.67,4.28,Patik,CODE 3P.XX SHORT,2023,4
2375,2023-02-05,GECE,A0032,17.5,10.65,Soket,3P-TENİS HAVLU,2023,5
2376,2023-01-29,GECE,A0019,29.08,7.97,Kısa Konç,KISAKONC,2023,4
2377,2023-02-01,GÜNDÜZ,,0.0,0.0,,,2023,5
2378,2023-01-05,GECE,A0007,11.92,4.8,Soket,DENIZ MAHSULLERİ,2023,1
2379,2023-02-01,GÜNDÜZ,,0.0,0.0,,,2023,5
2380,2023-02-08,GECE,A0021,0.17,4.37,Patik,KISAKONC SİM ÇEMBER,2023,6
2381,2023-01-12,GÜNDÜZ,A0014,8.33,3.18,Soket,DALLI   PAPTYA,2023,2
2382,2023-01-04,GECE,A0027,35.67,11.61,Soket,MANTAR DESEN,2023,1
2383,2023-01-16,GECE,A0007,13.67,2.95,Patik,2023-2,2023,3
2384,2023-01-30,GÜNDÜZ,A0008,11.58,2.38,Patik,2023-2,2023,5
2385,2023-01-31,GECE,A0032,5.33,3.54,Havlu,HAVLU TENIS,2023,5
2386,2023-01-24,GÜNDÜZ,A0009,11.33,2.92,Patik,CODE 3P.XX SHORT,2023,4
2387,2023-01-30,GECE,A0002,4.0,1.34,Soket,ÇEMBERLI,2023,5
2388,2023-02-15,GECE,A0008,21.75,3.6,Babet,2023-3,2023,7
2389,2023-02-21,GÜNDÜZ,A0027,5.0,1.64,Soket,PUNALI SOKET,2023,8
2390,2023-02-06,GECE,A0010,16.92,4.45,Patik,CODE 3P.XX SHORT,2023,6
2391,2023-01-19,GÜNDÜZ,A0015,10.75,3.41,Patik,CODE 3P.XX SHORT,2023,3
2392,2023-01-07,GECE,A0015,27.17,9.83,Soket,2023-1,2023,1
2393,2023-02-16,GÜNDÜZ,A0022,30.75,8.48,Soket,CEMBERLI YILDIZLI PATİK,2023,7
2394,2023-01-08,GÜNDÜZ,A0006,19.0,0.0,Patik,CARERA PATİK,2023,1
2395,2023-01-13,GÜNDÜZ,A0033,5.0,2.02,Soket,DENIZ MAHSULLERİ,2023,2
2396,2023-02-22,GECE,A0022,13.83,4.23,Patik,KAMUFLAJ PATIK,2023,8
2397,2023-01-02,GÜNDÜZ,A0030,10.17,3.6,Soket,POLKA DOTA ANKLE BLUE,2023,1
2398,2023-01-08,GÜNDÜZ,A0020,18.75,6.52,Soket,3 LU DERBILI PURPLE/PINK,2023,1
2399,2023-01-02,GECE,A0008,11.58,4.7,Soket,DENIZ MAHSULLERİ,2023,1
2400,2023-01-29,GECE,A0023,24.5,5.92,Patik,2023-2,2023,4
2401,2023-02-22,GECE,A0032,11.0,0.0,Havlu Dizaltı,DERBILI HAVLU DİZALTI,2023,8
2402,2023-02-17,GÜNDÜZ,A0001,0.08,0.001,Soket,KALPLI SOKET,2023,7
2403,2023-01-10,GECE,A0008,8.67,3.63,Soket,DENIZ MAHSULLERİ,2023,2
2404,2023-01-08,GÜNDÜZ,A0014,9.58,3.66,Soket,DALLI   PAPTYA,2023,1
2405,2023-01-24,GÜNDÜZ,A0016,11.08,3.3,Patik,CODE 3P.XX SHORT,2023,4
2406,2023-01-19,GECE,A0020,10.92,3.9,Soket,RIB ANKLE PURPLE,2023,3
2407,2023-02-22,GECE,A0018,17.0,0.0,Patik,SİM CEMBER PATİK,2023,8
2408,2023-01-12,GECE,A0013,11.33,4.54,Soket,EKRU ÇOK ARI,2023,2
2409,2023-01-19,GECE,A0005,15.75,4.99,Patik,CODE 3P.XX SHORT,2023,3
2410,2023-01-06,GECE,A0010,13.42,4.3,Soket,FOX  SAKES,2023,1
2411,2023-01-03,GÜNDÜZ,A0014,8.33,3.25,Soket,DALLI   PAPTYA,2023,1
2412,2023-02-01,GÜNDÜZ,A0004,8.75,3.07,Kısa Konç,KISAKONC,2023,5
2413,2023-01-23,GÜNDÜZ,A0012,22.08,9.0,Soket,BRETTY KARAKTER,2023,4
2414,2023-02-12,GECE,A0001,18.17,6.5,Soket,KALPLI SOKET,2023,6
2415,2023-02-06,GÜNDÜZ,A0001,10.08,3.04,Kısa Konç,KISAKONC,2023,6
2416,2023-01-09,GÜNDÜZ,A0004,8.58,3.29,Soket,TEK  PAPTYA,2023,2
2417,2023-02-01,GÜNDÜZ,,0.0,0.0,,,2023,5
2418,2023-01-27,GÜNDÜZ,A0029,9.75,2.97,Kısa Konç,KISAKONC,2023,4
2419,2023-01-15,GÜNDÜZ,A0006,24.0,0.0,Patik,CARERA PATİK,2023,2
2420,2023-02-09,GECE,A0036,11.33,5.04,Soket,SÜPERCITY TENIS,2023,6
2421,2023-01-29,GECE,A0032,6.92,4.86,Havlu,HAVLU TENIS,2023,4
2422,2023-02-22,GECE,A0031,6.0,0.0,Havlu Dizaltı,DERBILI HAVLU DİZALTI,2023,8
2423,2023-01-27,GÜNDÜZ,A0024,8.5,1.5,Babet,2023-3,2023,4
2424,2023-02-17,GECE,A0020,12.75,4.69,Soket,CEMBERLI SOKET,2023,7
2425,2023-02-02,GECE,A0013,15.17,5.05,Patik,CODE 3P.XX SHORT,2023,5
2426,2023-01-17,GÜNDÜZ,A0030,8.25,2.09,Patik,CODE 3P.XX SHORT,2023,3
2427,2023-01-30,GÜNDÜZ,A0006,11.0,0.0,Patik,CARERA PATİK,2023,5
2428,2023-01-11,GÜNDÜZ,A0027,7.25,2.29,Soket,MANTAR DESEN,2023,2
2429,2023-02-22,GECE,A0021,16.08,3.21,Patik,BEKLETME DESEN,2023,8
2430,2023-01-02,GÜNDÜZ,A0019,10.17,3.51,Soket,3 LU DERBILI PURPLE/PINK,2023,1
2431,2023-02-20,GÜNDÜZ,A0031,10.0,0.0,Havlu Dizaltı,DERBILI HAVLU DİZALTI,2023,8
2432,2023-01-25,GÜNDÜZ,A0006,11.0,0.0,Patik,CARERA PATİK,2023,4
2433,2023-02-03,GECE,A0035,16.75,5.13,Patik,CODE 3P.XX SHORT,2023,5
2434,2023-01-06,GECE,A0009,2.83,1.07,Soket,POLKA DOTA ANKLE BLUE,2023,1
2435,2023-02-22,GÜNDÜZ,A0027,8.75,2.87,Soket,PUNALI SOKET,2023,8
2436,2023-01-20,GECE,A0035,16.17,4.9,Patik,CODE 3P.XX SHORT,2023,3
2437,2023-02-12,GECE,A0030,20.5,7.85,Soket,KALPLI SOKET,2023,6
2438,2023-02-13,GECE,A0007,4.08,0.7,Babet,CEMBERLI BABET,2023,7
2439,2023-02-09,GECE,A0020,13.0,4.5,Soket,CEMBERLI SOKET,2023,6
2440,2023-01-23,GÜNDÜZ,A0036,25.67,10.62,Soket,BRETTY KARAKTER,2023,4
2441,2023-01-02,GÜNDÜZ,A0027,10.5,3.36,Soket,MANTAR DESEN,2023,1
2442,2023-01-23,GECE,A0027,17.0,4.64,Patik,CODE 3P.XX SHORT,2023,4
2443,2023-01-20,GÜNDÜZ,A0031,5.92,1.04,Babet,2023-3,2023,3
2444,2023-01-19,GECE,A0018,18.0,0.0,Patik,BAYAN SIMLI KARELI  PATIK,2023,3
2445,2023-02-17,GÜNDÜZ,A0007,11.67,1.95,Babet,2023-3,2023,7
2446,2023-01-02,GECE,A0011,16.58,5.12,Kısa Konç,BRK-2,2023,1
2447,2023-02-20,GECE,A0028,2.33,0.75,Soket,PUNALI SOKET,2023,8
2448,2023-01-18,GECE,A0033,13.33,2.41,Babet,2023-3,2023,3
2449,2023-02-01,GECE,A0031,14.17,2.48,Babet,2023-3,2023,5
2450,2023-01-12,GECE,A0023,17.58,6.21,Soket,2023-1,2023,2
2451,2023-02-10,GECE,A0017,19.0,0.0,Kısa Konç,DERBILI CEMBERLİ,2023,6
2452,2023-01-15,GÜNDÜZ,A0029,30.17,7.28,Patik,CODE 3P.XX SHORT,2023,2
2453,2023-02-03,GECE,A0029,9.08,3.08,Soket,WHITE HEEL TOE ANKLE,2023,5
2454,2023-01-27,GECE,A0005,12.92,6.6,Soket,3P-TENİS HAVLU,2023,4
2455,2023-01-15,GÜNDÜZ,A0032,4.0,1.53,Soket,DALSIZ PAPTYA,2023,2
2456,2023-01-12,GÜNDÜZ,A0033,7.67,3.09,Soket,DENIZ MAHSULLERİ,2023,2
2457,2023-01-11,GÜNDÜZ,A0015,10.33,3.69,Soket,2023-1,2023,2
2458,2023-02-05,GECE,A0025,25.75,9.27,Kısa Konç,KISAKONC,2023,5
2459,2023-02-10,GECE,A0008,22.25,3.93,Babet,KAMUFLAJ  BABET,2023,6
2460,2023-01-09,GÜNDÜZ,A0032,8.33,3.19,Soket,DALSIZ PAPTYA,2023,2
2461,2023-01-16,GECE,A0010,6.33,1.54,Patik,CODE 3P.XX SHORT,2023,3
2462,2023-02-12,GECE,A0013,28.25,8.73,Patik,CODE 3P.XX SHORT,2023,6
2463,2023-01-10,GECE,A0017,16.0,0.0,Kısa Konç,TUBE CEMBERLI ,2023,2
2464,2023-01-05,GECE,A0036,14.83,5.12,Soket,2023-1,2023,1
2465,2023-02-13,GECE,A0012,15.67,4.84,Patik,CODE 3P.XX SHORT,2023,7
2466,2023-01-02,GÜNDÜZ,A0035,10.25,4.05,Soket,TEK ARI,2023,1
2467,2023-02-20,GECE,A0025,10.0,0.0,Kısa Konç,TAM HAVLU KISA SOKET,2023,8
2468,2023-01-16,GÜNDÜZ,A0036,10.25,3.29,Soket,2023-1,2023,3
2469,2023-02-17,GÜNDÜZ,A0009,10.83,2.26,Patik,TEK NOKTA PATİK,2023,7
2470,2023-01-03,GÜNDÜZ,A0019,8.25,2.82,Soket,3 LU DERBILI PURPLE/PINK,2023,1
2471,2023-02-02,GECE,A0022,14.75,3.38,Patik,2023-2,2023,5
2472,2023-01-11,GECE,A0011,13.42,3.17,Patik,2023-2,2023,2
2473,2023-02-21,GECE,A0035,16.5,5.16,Patik,CODE 3P.XX SHORT,2023,8
2474,2023-02-20,GECE,A0019,18.17,3.75,Patik,CEMBERLI PATIK,2023,8
2475,2023-02-13,GÜNDÜZ,A0008,10.83,1.9,Babet,KAMUFLAJ  BABET,2023,7
2476,2023-02-08,GÜNDÜZ,A0006,9.0,0.0,Patik,CARERA PATİK,2023,6
2477,2023-02-22,GECE,A0015,15.75,5.0,Patik,CODE 3P.XX SHORT,2023,8
2478,2023-01-27,GÜNDÜZ,A0032,10.25,6.41,Havlu,HAVLU TENIS,2023,4
2479,2023-02-10,GECE,A0029,19.92,7.52,Soket,PUNALI SOKET,2023,6
2480,2023-02-16,GECE,A0017,16.0,0.0,Kısa Konç,DERBILI CEMBERLİ,2023,7
2481,2023-02-17,GECE,A0025,12.0,0.0,Patik,CARERA PATİK,2023,7
2482,2023-02-08,GECE,A0012,15.08,5.2,Kısa Konç,KISAKONC,2023,6
2483,2023-01-05,GECE,A0030,0.17,4.48,Soket,POLKA DOTA ANKLE BLUE,2023,1
2484,2023-02-01,GÜNDÜZ,A0025,8.33,3.03,Kısa Konç,KISAKONC,2023,5
2485,2023-02-14,GÜNDÜZ,A0020,9.58,2.8,Soket,CEMBERLI SOKET,2023,7
2486,2023-01-24,GECE,A0019,13.83,4.18,Kısa Konç,KISAKONC,2023,4
2487,2023-02-08,GÜNDÜZ,A0032,8.08,4.8,Soket,3P-TENİS HAVLU,2023,6
2488,2023-01-23,GÜNDÜZ,A0024,10.58,2.4,Patik,2023-2,2023,4
2489,2023-01-23,GECE,A0025,15.67,4.93,Patik,CODE 3P.XX SHORT,2023,4
2490,2023-01-02,GECE,A0020,12.17,4.36,Soket,3 LU DERBILI PURPLE/PINK,2023,1
2491,2023-02-09,GECE,A0030,11.92,4.49,Soket,KALPLI SOKET,2023,6
2492,2023-01-05,GÜNDÜZ,A0010,9.0,2.94,Soket,FOX  SAKES,2023,1
2493,2023-02-15,GECE,A0019,28.42,6.05,Patik,TEK NOKTA PATİK,2023,7
2494,2023-01-20,GÜNDÜZ,A0015,9.17,2.85,Patik,CODE 3P.XX SHORT,2023,3
2495,2023-01-22,GECE,A0034,24.0,0.0,Patik,CARERA PATİK,2023,3
2496,2023-01-10,GECE,A0001,12.17,4.47,Soket,POLKA DOTA ANKLE BLUE,2023,2
2497,2023-02-17,GÜNDÜZ,A0016,10.5,3.22,Patik,CODE 3P.XX SHORT,2023,7
2498,2023-01-17,GECE,A0019,5.08,1.74,Soket,RIB ANKLE PURPLE,2023,3
2499,2023-01-27,GECE,A0001,5.58,1.71,Kısa Konç,KISAKONC,2023,4
2500,2023-01-20,GECE,A0033,12.33,2.22,Babet,2023-3,2023,3
2501,2023-02-02,GÜNDÜZ,A0021,8.33,2.39,Patik,KISAKONC SİM ÇEMBER,2023,5
2502,2023-02-22,GÜNDÜZ,A0028,8.75,2.9,Soket,PUNALI SOKET,2023,8
2503,2023-02-14,GÜNDÜZ,A0004,10.0,0.0,Patik,CARERA PATİK,2023,7
2504,2023-02-06,GECE,A0031,13.5,2.35,Babet,2023-3,2023,6
2505,2023-02-03,GÜNDÜZ,A0019,9.75,2.13,Patik,BAYAN KONC SIMLI CEMBER,2023,5
2506,2023-02-14,GECE,A0018,18.0,0.0,Patik,DERBILI NOKTALI,2023,7
2507,2023-01-12,GECE,A0014,3.83,1.33,Soket,2023-1,2023,2
2508,2023-02-15,GECE,A0011,23.25,4.06,Babet,KALPLI   BABET,2023,7
2509,2023-01-11,GECE,A0008,11.75,4.86,Soket,DENIZ MAHSULLERİ,2023,2
2510,2023-02-07,GECE,A0030,16.17,4.41,Patik,CODE 3P.XX SHORT,2023,6
2511,2023-02-21,GECE,A0027,12.75,4.22,Soket,PUNALI SOKET,2023,8
2512,2023-02-17,GECE,A0001,11.92,4.26,Soket,KALPLI SOKET,2023,7
2513,2023-01-24,GECE,A0018,5.0,0.0,Patik,BAYAN SIMLI KARELI  PATIK,2023,4
2514,2023-02-15,GECE,A0012,27.58,8.35,Patik,CODE 3P.XX SHORT,2023,7
2515,2023-01-29,GECE,A0034,23.0,0.0,Patik,CARERA PATİK,2023,4
2516,2023-01-20,GECE,A0034,3.0,0.0,Patik,CARERA PATİK,2023,3
2517,2023-01-24,GECE,A0006,15.0,0.0,Patik,CARERA PATİK,2023,4
2518,2023-01-04,GECE,A0010,36.33,11.85,Soket,FOX  SAKES,2023,1
2519,2023-01-02,GECE,A0013,11.17,4.55,Soket,EKRU ÇOK ARI,2023,1
2520,2023-02-20,GÜNDÜZ,A0017,12.0,0.0,Patik,KOPEK PATİK,2023,8
2521,2023-01-20,GECE,A0016,15.17,4.72,Patik,CODE 3P.XX SHORT,2023,3
2522,2023-01-11,GECE,A0002,9.08,3.5,Soket,FLORAL ANKLE,2023,2
2523,2023-01-26,GÜNDÜZ,A0024,9.5,1.67,Babet,2023-3,2023,4
2524,2023-01-24,GECE,A0028,15.5,4.27,Patik,CODE 3P.XX SHORT,2023,4
2525,2023-02-03,GECE,A0031,14.0,2.5,Babet,2023-3,2023,5
2526,2023-01-31,GECE,A0020,17.17,4.78,Patik,CODE 3P.XX SHORT,2023,5
2527,2023-01-11,GÜNDÜZ,A0009,6.25,2.3,Soket,POLKA DOTA ANKLE BLUE,2023,2
2528,2023-02-16,GECE,A0018,19.0,0.0,Patik,DERBILI NOKTALI,2023,7
2529,2023-02-16,GECE,A0006,15.0,0.0,Patik,CARERA PATİK,2023,7
2530,2023-02-07,GÜNDÜZ,A0030,13.58,3.68,Patik,CODE 3P.XX SHORT,2023,6
2531,2023-01-10,GECE,A0020,1.92,0.69,Soket,3 LU DERBILI PURPLE/PINK,2023,2
2532,2023-01-11,GÜNDÜZ,A0033,3.5,1.47,Soket,DENIZ MAHSULLERİ,2023,2
2533,2023-02-03,GECE,A0033,13.92,2.52,Babet,2023-3,2023,5
2534,2023-02-08,GECE,A0019,16.5,3.63,Patik,BAYAN KONC SIMLI CEMBER,2023,6
2535,2023-02-20,GÜNDÜZ,A0028,8.08,2.83,Soket,PUNALI SOKET,2023,8
2536,2023-01-17,GÜNDÜZ,A0032,6.42,2.06,Patik,CODE 3P.XX SHORT,2023,3
2537,2023-01-24,GÜNDÜZ,A0011,9.67,2.13,Patik,2023-2,2023,4
2538,2023-02-17,GECE,A0009,14.58,3.06,Patik,KABARTMA EKOSE,2023,7
2539,2023-02-22,GÜNDÜZ,A0026,14.0,0.0,Patik,KOPEK PATİK,2023,8
2540,2023-01-16,GECE,A0013,15.08,4.73,Patik,CODE 3P.XX SHORT,2023,3
2541,2023-01-15,GÜNDÜZ,A0025,11.5,3.57,Patik,CODE 3P.XX SHORT,2023,2
2542,2023-01-11,GÜNDÜZ,A0035,8.67,3.34,Soket,TEK ARI,2023,2
2543,2023-02-09,GECE,A0017,17.0,0.0,Kısa Konç,DERBILI CEMBERLİ,2023,6
2544,2023-02-14,GÜNDÜZ,A0032,8.17,4.78,Soket,3P-TENİS HAVLU,2023,7
2545,2023-02-10,GECE,A0018,28.0,0.0,Patik,DERBILI NOKTALI,2023,6
2546,2023-01-19,GECE,A0025,14.92,4.72,Patik,CODE 3P.XX SHORT,2023,3
2547,2023-01-10,GECE,A0011,13.58,3.19,Patik,2023-2,2023,2
2548,2023-02-13,GECE,A0032,11.5,6.85,Soket,3P-TENİS HAVLU,2023,7
2549,2023-01-25,GÜNDÜZ,A0009,11.5,2.98,Patik,CODE 3P.XX SHORT,2023,4
2550,2023-02-03,GÜNDÜZ,A0020,10.0,2.79,Patik,CODE 3P.XX SHORT,2023,5
2551,2023-01-06,GÜNDÜZ,A0021,7.25,2.7,Soket,FLORAL ANKLE,2023,1
2552,2023-01-02,GÜNDÜZ,A0003,10.0,3.46,Soket,3 LU DERBILI PURPLE/PINK,2023,1
2553,2023-01-27,GÜNDÜZ,A0012,9.33,2.8,Patik,CODE 3P.XX SHORT,2023,4
2554,2023-02-14,GÜNDÜZ,A0009,11.17,2.41,Patik,TEK NOKTA PATİK,2023,7
2555,2023-02-09,GECE,A0021,14.75,4.48,Patik,KISAKONC SİM ÇEMBER,2023,6
2556,2023-01-26,GÜNDÜZ,A0035,16.92,5.27,Patik,CODE 3P.XX SHORT,2023,4
2557,2023-01-09,GÜNDÜZ,A0012,10.17,3.49,Soket,2023-1,2023,2
2558,2023-02-21,GECE,A0014,16.0,5.02,Patik,CODE 3P.XX SHORT,2023,8
2559,2023-02-01,GÜNDÜZ,A0012,11.33,3.39,Patik,CODE 3P.XX SHORT,2023,5
