,Tarih,Çalışma Grubu,İstasyon Adı,Sağlam(dz),Miktar (kg.),Ürün Grubu,Model Ad,Yıl,Hafta
2560,2023-01-06,GECE,A0020,12.0,4.21,Soket,3 LU DERBILI PURPLE/PINK,2023,1
2561,2023-02-21,GÜNDÜZ,A0013,10.25,3.24,Patik,CODE 3P.XX SHORT,2023,8
2562,2023-02-08,GÜNDÜZ,A0027,8.33,2.98,Soket,PUNALI SOKET,2023,6
2563,2023-01-06,GECE,A0027,12.83,4.08,Soket,MANTAR DESEN,2023,1
2564,2023-02-05,GECE,A0028,22.08,6.9,Kısa Konç,KISAKONC,2023,5
2565,2023-02-22,GECE,A0008,10.33,6.72,Soket,3P-TENİS HAVLU,2023,8
2566,2023-01-17,GÜNDÜZ,A0002,6.58,2.55,Soket,FLORAL ANKLE,2023,3
2567,2023-02-16,GECE,A0021,16.5,3.27,Patik,KDK CEMBER,2023,7
2568,2023-01-11,GÜNDÜZ,A0019,8.5,2.84,Soket,3 LU DERBILI PURPLE/PINK,2023,2
2569,2023-01-13,GÜNDÜZ,A0016,9.25,3.28,Soket,2023-1,2023,2
2570,2023-01-30,GÜNDÜZ,A0004,5.42,1.95,Kısa Konç,KISAKONC,2023,5
2571,2023-02-13,GÜNDÜZ,A0030,8.58,3.2,Soket,KALPLI SOKET,2023,7
2572,2023-01-16,GECE,A0022,14.67,3.41,Patik,2023-2,2023,3
2573,2023-02-02,GÜNDÜZ,A0020,10.83,3.06,Patik,CODE 3P.XX SHORT,2023,5
2574,2023-01-09,GÜNDÜZ,A0018,11.0,0.0,Patik,BAYAN SIMLI PUANLI PATIK,2023,2
2575,2023-01-16,GÜNDÜZ,A0027,8.83,2.87,Soket,MANTAR DESEN,2023,3
2576,2023-01-07,GECE,A0024,5.5,2.12,Soket,FLAMINGO SOKET,2023,1
2577,2023-01-11,GECE,A0009,17.75,4.22,Soket,POLKA DOTA TRAINER BLUE,2023,2
2578,2023-02-01,GECE,A0036,11.75,5.48,Soket,SÜPERCITY TENIS,2023,5
2579,2023-02-01,GECE,A0032,5.33,3.3,Havlu,HAVLU TENIS,2023,5
2580,2023-02-02,GECE,A0026,17.0,0.0,Patik,KARE SIMLI PATİK,2023,5
2581,2023-01-19,GÜNDÜZ,A0001,9.17,2.48,Soket,EDGE FRIIL,2023,3
2582,2023-01-30,GECE,A0007,14.83,3.09,Patik,2023-2,2023,5
2583,2023-02-14,GECE,A0021,16.58,3.25,Patik,KDK CEMBER,2023,7
2584,2023-01-30,GECE,A0021,15.0,4.28,Patik,KISAKONC SİM ÇEMBER,2023,5
2585,2023-02-09,GECE,A0019,7.17,1.5,Patik,TEK NOKTA PATİK,2023,6
2586,2023-01-12,GÜNDÜZ,A0007,4.5,1.8,Soket,DENIZ MAHSULLERİ,2023,2
2587,2023-02-20,GECE,A0004,22.0,0.0,Patik,CARERA PATİK,2023,8
2588,2023-02-20,GECE,A0014,28.0,8.99,Patik,CODE 3P.XX SHORT,2023,8
2589,2023-02-01,GÜNDÜZ,,0.0,0.0,,,2023,5
2590,2023-02-06,GECE,A0005,11.67,6.84,Soket,3P-TENİS HAVLU,2023,6
2591,2023-01-24,GÜNDÜZ,A0005,9.83,2.28,Patik,2023-2,2023,4
2592,2023-01-19,GÜNDÜZ,A0036,7.33,3.4,Soket,KÜÇÜK  KALP,2023,3
2593,2023-01-24,GÜNDÜZ,A0025,10.5,3.26,Patik,CODE 3P.XX SHORT,2023,4
2594,2023-02-14,GECE,A0010,16.17,4.25,Patik,CODE 3P.XX SHORT,2023,7
2595,2023-02-07,GÜNDÜZ,A0021,9.92,3.02,Patik,KISAKONC SİM ÇEMBER,2023,6
2596,2023-01-22,GECE,A0019,26.5,7.62,Kısa Konç,KISAKONC,2023,3
2597,2023-01-05,GECE,A0031,9.0,1.56,Babet,3PK LOW CUT NO SHOW SOCKS,2023,1
2598,2023-01-11,GECE,A0010,12.92,4.3,Soket,DALMACYA RENKLI,2023,2
2599,2023-02-20,GÜNDÜZ,A0012,11.0,3.46,Patik,CODE 3P.XX SHORT,2023,8
2600,2023-02-12,GECE,A0019,23.67,4.8,Patik,TEK NOKTA PATİK,2023,6
2601,2023-02-01,GÜNDÜZ,A0018,9.0,0.0,Patik,KARE SIMLI PATİK,2023,5
2602,2023-02-20,GÜNDÜZ,A0019,6.0,0.0,Patik,CEMBERLI PATIK,2023,8
2603,2023-01-10,GÜNDÜZ,A0035,8.08,3.2,Soket,TEK ARI,2023,2
2604,2023-01-18,GECE,A0034,14.0,0.0,Patik,CARERA PATİK,2023,3
2605,2023-01-09,GECE,A0019,12.25,4.06,Soket,3 LU DERBILI PURPLE/PINK,2023,2
2606,2023-02-22,GÜNDÜZ,A0035,11.33,3.46,Patik,CODE 3P.XX SHORT,2023,8
2607,2023-01-13,GÜNDÜZ,A0017,10.0,0.0,Kısa Konç,TUBE CEMBERLI ,2023,2
2608,2023-02-07,GÜNDÜZ,A0029,3.67,1.39,Soket,PUNALI SOKET,2023,6
2609,2023-01-27,GECE,A0019,16.42,4.85,Kısa Konç,KISAKONC,2023,4
2610,2023-02-20,GECE,A0023,14.42,3.71,Patik,KAMUFLAJ PATIK,2023,8
2611,2023-02-01,GECE,A0026,5.0,0.0,Patik,BAYAN KÜÇÜK NOKTA,2023,5
2612,2023-02-06,GÜNDÜZ,A0025,10.0,3.54,Kısa Konç,KISAKONC,2023,6
2613,2023-01-30,GECE,A0020,16.75,4.68,Patik,CODE 3P.XX SHORT,2023,5
2614,2023-02-08,GÜNDÜZ,A0023,9.92,2.14,Patik,2023-2,2023,6
2615,2023-01-06,GÜNDÜZ,A0027,8.0,2.62,Soket,MANTAR DESEN,2023,1
2616,2023-01-24,GÜNDÜZ,A0035,0.08,2.94,Patik,CODE 3P.XX SHORT,2023,4
2617,2023-02-06,GÜNDÜZ,A0007,9.5,1.64,Babet,CEMBERLI BABET,2023,6
2618,2023-01-24,GECE,A0008,14.75,3.02,Patik,2023-2,2023,4
2619,2023-01-25,GECE,A0027,15.75,4.42,Patik,CODE 3P.XX SHORT,2023,4
2620,2023-01-31,GECE,A0005,12.92,6.48,Soket,3P-TENİS HAVLU,2023,5
2621,2023-01-11,GECE,A0018,15.0,0.0,Patik,BAYAN SIMLI PUANLI PATIK,2023,2
2622,2023-02-17,GECE,A0019,0.83,0.0,Patik,TEK NOKTA PATİK,2023,7
2623,2023-01-04,GECE,A0025,19.92,7.4,Soket,FLAMINGO SOKET,2023,1
2624,2023-02-17,GÜNDÜZ,A0028,7.5,2.95,Soket,PUNALI SOKET,2023,7
2625,2023-01-20,GECE,A0008,15.08,3.05,Patik,2023-2,2023,3
2626,2023-01-09,GÜNDÜZ,A0010,8.08,2.8,Soket,DALMACYA RENKLI,2023,2
2627,2023-01-19,GECE,A0019,2.83,0.999,Soket,RIB ANKLE PURPLE,2023,3
2628,2023-01-19,GÜNDÜZ,A0008,10.08,2.03,Patik,2023-2,2023,3
2629,2023-01-24,GECE,A0033,12.17,2.19,Babet,2023-3,2023,4
2630,2023-01-10,GECE,A0013,11.83,4.74,Soket,EKRU ÇOK ARI,2023,2
2631,2023-01-19,GÜNDÜZ,A0029,7.5,1.97,Patik,CODE 3P.XX SHORT,2023,3
2632,2023-01-17,GECE,A0023,15.33,5.34,Soket,2023-1,2023,3
2633,2023-02-07,GECE,A0007,14.08,2.38,Babet,CEMBERLI BABET,2023,6
2634,2023-01-13,GECE,A0033,9.0,3.64,Soket,DENIZ MAHSULLERİ,2023,2
2635,2023-02-21,GECE,A0005,10.67,6.74,Soket,3P-TENİS HAVLU,2023,8
2636,2023-02-13,GECE,A0028,12.25,4.33,Soket,PUNALI SOKET,2023,7
2637,2023-01-25,GECE,A0017,2.0,0.0,Patik,BAYAN SIMLI KARELI  PATIK,2023,4
2638,2023-02-22,GECE,A0002,13.33,4.68,Soket,KALPLI SOKET,2023,8
2639,2023-02-20,GECE,A0032,20.0,10.7,Soket,3P-TENİS HAVLU,2023,8
2640,2023-02-16,GECE,A0032,9.58,5.08,Soket,3P-TENİS HAVLU,2023,7
2641,2023-01-20,GECE,A0013,15.25,4.77,Patik,CODE 3P.XX SHORT,2023,3
2642,2023-01-09,GÜNDÜZ,A0029,7.67,3.08,Soket,FLORAL ANKLE,2023,2
2643,2023-01-05,GÜNDÜZ,A0009,8.58,3.19,Soket,POLKA DOTA ANKLE BLUE,2023,1
2644,2023-02-16,GECE,A0005,12.08,6.38,Soket,3P-TENİS HAVLU,2023,7
2645,2023-01-25,GÜNDÜZ,A0015,10.67,3.32,Patik,CODE 3P.XX SHORT,2023,4
2646,2023-01-08,GÜNDÜZ,A0021,17.67,6.41,Soket,FLORAL ANKLE,2023,1
2647,2023-01-10,GÜNDÜZ,A0033,7.5,3.04,Soket,DENIZ MAHSULLERİ,2023,2
2648,2023-02-02,GECE,A0027,13.67,4.37,Kısa Konç,KISAKONC,2023,5
2649,2023-01-23,GECE,A0014,14.75,4.55,Patik,CODE 3P.XX SHORT,2023,4
2650,2023-01-31,GECE,A0010,14.17,4.67,Soket,WHITE HEEL TOE ANKLE,2023,5
2651,2023-01-31,GECE,A0023,14.83,3.5,Patik,2023-2,2023,5
2652,2023-01-11,GECE,A0005,11.92,4.77,Soket,MAVI COKLU ARI,2023,2
2653,2023-01-20,GÜNDÜZ,A0009,10.25,2.5,Patik,CODE 3P.XX SHORT,2023,3
2654,2023-01-16,GECE,A0032,14.33,4.5,Patik,CODE 3P.XX SHORT,2023,3
2655,2023-01-22,GECE,A0036,1.92,0.89,Soket,KÜÇÜK  KALP,2023,3
2656,2023-01-16,GÜNDÜZ,A0015,10.58,3.71,Soket,2023-1,2023,3
2657,2023-01-10,GECE,A0004,3.0,1.15,Soket,TEK  PAPTYA,2023,2
2658,2023-01-17,GÜNDÜZ,A0021,11.5,2.74,Patik,CODE 3P.XX SHORT,2023,3
2659,2023-01-10,GECE,A0014,7.42,2.9,Soket,DALLI   PAPTYA,2023,2
2660,2023-01-12,GÜNDÜZ,A0005,8.42,3.28,Soket,MAVI COKLU ARI,2023,2
2661,2023-01-17,GÜNDÜZ,A0019,8.17,2.73,Soket,RIB ANKLE PURPLE,2023,3
2662,2023-02-07,GECE,A0019,16.33,3.55,Patik,BAYAN KONC SIMLI CEMBER,2023,6
2663,2023-02-14,GÜNDÜZ,A0016,10.83,3.41,Patik,CODE 3P.XX SHORT,2023,7
2664,2023-01-18,GECE,A0010,17.58,4.22,Patik,CODE 3P.XX SHORT,2023,3
2665,2023-02-14,GECE,A0003,16.17,4.32,Patik,CODE 3P.XX SHORT,2023,7
2666,2023-02-01,GÜNDÜZ,A0021,9.92,2.87,Patik,KISAKONC SİM ÇEMBER,2023,5
2667,2023-01-31,GÜNDÜZ,A0015,9.08,3.22,Kısa Konç,KISAKONC,2023,5
2668,2023-01-24,GECE,A0010,16.5,4.31,Patik,CODE 3P.XX SHORT,2023,4
2669,2023-01-22,GECE,A0027,22.08,6.01,Patik,CODE 3P.XX SHORT,2023,3
2670,2023-01-22,GECE,A0007,24.58,5.38,Patik,2023-2,2023,3
2671,2023-01-06,GECE,A0028,9.5,3.16,Soket,KRAL TACI,2023,1
2672,2023-02-16,GECE,A0015,15.75,4.9,Patik,CODE 3P.XX SHORT,2023,7
2673,2023-02-08,GÜNDÜZ,A0034,13.0,0.0,Patik,CARERA PATİK,2023,6
2674,2023-01-13,GECE,A0016,15.42,5.45,Soket,2023-1,2023,2
2675,2023-02-13,GECE,A0015,15.5,4.89,Patik,CODE 3P.XX SHORT,2023,7
2676,2023-01-16,GÜNDÜZ,A0032,9.17,2.85,Patik,CODE 3P.XX SHORT,2023,3
2677,2023-02-06,GÜNDÜZ,A0021,8.42,2.58,Patik,KISAKONC SİM ÇEMBER,2023,6
2678,2023-01-23,GÜNDÜZ,A0014,10.58,3.34,Patik,CODE 3P.XX SHORT,2023,4
2679,2023-01-16,GECE,A0024,12.33,2.82,Patik,2023-2,2023,3
2680,2023-02-17,GÜNDÜZ,A0001,7.33,2.59,Soket,KALPLI SOKET,2023,7
2681,2023-01-02,GECE,A0022,3.33,0.0,Soket,KALPLI ,2023,1
2682,2023-02-07,GÜNDÜZ,A0013,9.67,3.5,Kısa Konç,KISAKONC,2023,6
2683,2023-01-13,GÜNDÜZ,A0008,7.0,2.88,Soket,DENIZ MAHSULLERİ,2023,2
2684,2023-02-09,GECE,A0011,14.17,2.51,Babet,CEMBERLI BABET,2023,6
2685,2023-02-20,GECE,A0028,21.08,7.65,Soket,PUNALI SOKET,2023,8
2686,2023-01-30,GÜNDÜZ,A0036,6.67,3.2,Soket,SÜPERCITY TENIS,2023,5
2687,2023-01-31,GECE,A0011,13.92,2.32,Babet,2023-3,2023,5
2688,2023-01-24,GÜNDÜZ,A0002,8.33,2.79,Soket,ÇİÇEKLI,2023,4
2689,2023-02-17,GECE,A0029,10.92,4.4,Soket,PUNALI SOKET,2023,7
2690,2023-01-05,GECE,A0028,13.25,4.48,Soket,KRAL TACI,2023,1
2691,2023-01-17,GÜNDÜZ,A0017,14.0,0.0,Patik,BAYAN SIMLI KARELI  PATIK,2023,3
2692,2023-02-22,GECE,A0028,13.25,4.4,Soket,PUNALI SOKET,2023,8
2693,2023-02-22,GECE,A0020,13.17,4.94,Soket,BAYAN SOKET DUZ,2023,8
2694,2023-01-25,GECE,A0032,4.17,2.97,Havlu,HAVLU TENIS,2023,4
2695,2023-01-24,GÜNDÜZ,A0028,10.42,2.82,Patik,CODE 3P.XX SHORT,2023,4
2696,2023-01-20,GÜNDÜZ,A0023,8.42,2.0,Patik,2023-2,2023,3
2697,2023-02-16,GÜNDÜZ,A0033,10.33,1.85,Babet,ZIGZAG   BABET,2023,7
2698,2023-01-30,GÜNDÜZ,A0027,10.92,3.4,Kısa Konç,KISAKONC,2023,5
2699,2023-02-20,GÜNDÜZ,A0004,4.0,0.0,Kısa Konç,TAM HAVLU KISA SOKET,2023,8
2700,2023-02-14,GECE,A0004,13.0,0.0,Patik,CARERA PATİK,2023,7
2701,2023-01-10,GÜNDÜZ,A0014,7.58,2.91,Soket,DALLI   PAPTYA,2023,2
2702,2023-01-10,GECE,A0025,11.67,4.53,Soket,TEK ARI,2023,2
2703,2023-01-02,GÜNDÜZ,A0032,8.5,3.35,Soket,DALSIZ PAPTYA,2023,1
2704,2023-01-26,GÜNDÜZ,A0016,6.92,2.44,Kısa Konç,KISAKONC,2023,4
2705,2023-02-02,GÜNDÜZ,A0014,9.42,3.35,Kısa Konç,KISAKONC,2023,5
2706,2023-01-17,GÜNDÜZ,A0036,10.17,3.23,Soket,2023-1,2023,3
2707,2023-01-26,GÜNDÜZ,A0030,9.0,2.82,Kısa Konç,KISAKONC,2023,4
2708,2023-01-17,GECE,A0035,11.67,4.58,Soket,TEK ARI,2023,3
2709,2023-01-20,GÜNDÜZ,A0004,8.75,2.05,Patik,2023-2,2023,3
2710,2023-02-20,GECE,A0025,23.0,11.76,Patik,CARERA PATİK,2023,8
2711,2023-02-06,GÜNDÜZ,A0019,10.92,2.36,Patik,BAYAN KONC SIMLI CEMBER,2023,6
2712,2023-02-06,GECE,A0014,15.33,5.39,Kısa Konç,KISAKONC,2023,6
2713,2023-02-07,GÜNDÜZ,A0032,7.42,4.5,Soket,3P-TENİS HAVLU,2023,6
2714,2023-02-10,GECE,A0016,27.25,8.33,Patik,CODE 3P.XX SHORT,2023,6
2715,2023-01-03,GÜNDÜZ,A0021,7.83,2.86,Soket,FLORAL ANKLE,2023,1
2716,2023-01-09,GÜNDÜZ,A0028,8.92,2.81,Soket,MANTAR DESEN,2023,2
2717,2023-01-27,GECE,A0032,1.42,1.0,Havlu,HAVLU TENIS,2023,4
2718,2023-01-31,GÜNDÜZ,A0003,10.42,2.86,Patik,CODE 3P.XX SHORT,2023,5
2719,2023-01-31,GECE,A0021,14.83,4.13,Patik,KISAKONC SİM ÇEMBER,2023,5
2720,2023-02-06,GÜNDÜZ,A0009,10.0,2.22,Patik,D,2023,6
2721,2023-02-02,GÜNDÜZ,A0013,9.92,3.32,Patik,CODE 3P.XX SHORT,2023,5
2722,2023-01-25,GECE,A0026,19.0,0.0,Patik,BAYAN KÜÇÜK NOKTA,2023,4
2723,2023-02-01,GECE,A0020,17.08,4.76,Patik,CODE 3P.XX SHORT,2023,5
2724,2023-02-07,GECE,A0015,15.17,5.41,Kısa Konç,KISAKONC,2023,6
2725,2023-01-16,GÜNDÜZ,A0002,7.5,2.96,Soket,FLORAL ANKLE,2023,3
2726,2023-02-22,GÜNDÜZ,A0018,7.0,0.0,Patik,SİM CEMBER PATİK,2023,8
2727,2023-02-03,GECE,A0032,2.42,1.6,Havlu,HAVLU TENIS,2023,5
2728,2023-02-07,GÜNDÜZ,A0018,14.0,0.0,Patik,KARE SIMLI PATİK,2023,6
2729,2023-01-13,GECE,A0034,8.0,0.0,Patik,CARERA PATİK,2023,2
2730,2023-02-01,GÜNDÜZ,A0026,13.0,0.0,Patik,BAYAN KÜÇÜK NOKTA,2023,5
2731,2023-01-18,GÜNDÜZ,A0030,11.75,3.02,Patik,CODE 3P.XX SHORT,2023,3
2732,2023-01-27,GÜNDÜZ,A0031,8.33,1.48,Babet,2023-3,2023,4
2733,2023-02-20,GÜNDÜZ,A0022,52.67,14.5,Soket,CEMBERLI YILDIZLI PATİK,2023,8
2734,2023-01-19,GECE,A0006,15.0,0.0,Patik,CARERA PATİK,2023,3
2735,2023-01-30,GECE,A0019,24.75,5.41,Patik,BAYAN KONC SIMLI CEMBER,2023,5
2736,2023-02-03,GÜNDÜZ,A0007,8.17,1.38,Babet,CEMBERLI BABET,2023,5
2737,2023-01-13,GÜNDÜZ,A0018,12.0,0.0,Patik,BAYAN SIMLI PUANLI PATIK,2023,2
2738,2023-02-14,GÜNDÜZ,A0030,8.33,3.15,Soket,KALPLI SOKET,2023,7
2739,2023-01-27,GÜNDÜZ,A0016,9.33,3.26,Kısa Konç,KISAKONC,2023,4
2740,2023-01-02,GECE,A0030,11.58,4.11,Soket,POLKA DOTA ANKLE BLUE,2023,1
2741,2023-01-24,GÜNDÜZ,A0023,10.5,2.48,Patik,2023-2,2023,4
2742,2023-02-08,GÜNDÜZ,A0009,9.92,2.16,Patik,D,2023,6
2743,2023-02-06,GECE,A0027,15.92,4.42,Patik,CODE 3P.XX SHORT,2023,6
2744,2023-02-07,GECE,A0018,18.0,0.0,Patik,KARE SIMLI PATİK,2023,6
2745,2023-01-18,GÜNDÜZ,A0033,45.5,8.25,Babet,2023-3,2023,3
2746,2023-01-09,GÜNDÜZ,A0020,8.42,2.88,Soket,3 LU DERBILI PURPLE/PINK,2023,2
2747,2023-02-21,GECE,A0008,10.92,7.13,Soket,3P-TENİS HAVLU,2023,8
2748,2023-02-06,GECE,A0008,12.25,2.27,Babet,KAMUFLAJ  BABET,2023,6
2749,2023-02-02,GECE,A0010,12.75,4.33,Soket,WHITE HEEL TOE ANKLE,2023,5
2750,2023-02-07,GECE,A0009,16.58,3.59,Patik,D,2023,6
2751,2023-02-16,GECE,A0024,13.67,2.49,Babet,2023-3,2023,7
2752,2023-01-31,GECE,A0006,15.0,0.0,Patik,CARERA PATİK,2023,5
2753,2023-02-17,GECE,A0030,11.25,4.24,Soket,KALPLI SOKET,2023,7
2754,2023-01-17,GÜNDÜZ,A0029,13.25,3.22,Patik,CODE 3P.XX SHORT,2023,3
2755,2023-02-03,GÜNDÜZ,A0004,2.5,0.88,Kısa Konç,KISAKONC,2023,5
2756,2023-01-18,GECE,A0004,14.75,3.48,Patik,2023-2,2023,3
2757,2023-02-15,GECE,A0014,25.67,8.12,Patik,CODE 3P.XX SHORT,2023,7
2758,2023-02-08,GECE,A0006,13.0,0.0,Patik,CARERA PATİK,2023,6
2759,2023-01-16,GÜNDÜZ,A0031,10.08,1.74,Babet,3PK LOW CUT NO SHOW SOCKS,2023,3
2760,2023-01-16,GÜNDÜZ,A0008,9.42,1.98,Patik,2023-2,2023,3
2761,2023-02-01,GECE,A0022,15.0,3.45,Patik,2023-2,2023,5
2762,2023-01-25,GECE,A0003,15.25,4.28,Patik,CODE 3P.XX SHORT,2023,4
2763,2023-01-08,GÜNDÜZ,A0018,28.0,0.0,Patik,BAYAN SIMLI PUANLI PATIK,2023,1
2764,2023-01-24,GÜNDÜZ,A0036,7.5,3.05,Soket,BRETTY KARAKTER,2023,4
2765,2023-01-31,GÜNDÜZ,A0011,9.08,1.52,Babet,2023-3,2023,5
2766,2023-02-16,GECE,A0014,15.33,4.82,Patik,CODE 3P.XX SHORT,2023,7
2767,2023-01-08,GÜNDÜZ,A0033,9.0,3.62,Soket,DENIZ MAHSULLERİ,2023,1
2768,2023-02-07,GECE,A0014,14.83,5.21,Kısa Konç,KISAKONC,2023,6
2769,2023-01-24,GECE,A0003,14.5,4.07,Patik,CODE 3P.XX SHORT,2023,4
2770,2023-02-08,GECE,A0016,15.67,4.78,Patik,CODE 3P.XX SHORT,2023,6
2771,2023-02-08,GECE,A0030,11.42,4.26,Soket,KALPLI SOKET,2023,6
2772,2023-02-01,GÜNDÜZ,A0002,4.08,1.55,Soket,COK ÇİÇEKLİ,2023,5
2773,2023-02-07,GECE,A0028,10.75,3.73,Soket,PUNALI SOKET,2023,6
2774,2023-02-03,GÜNDÜZ,A0029,7.17,2.41,Soket,WHITE HEEL TOE ANKLE,2023,5
2775,2023-01-11,GECE,A0028,12.83,4.15,Soket,MANTAR DESEN,2023,2
2776,2023-01-12,GECE,A0018,19.0,0.0,Patik,BAYAN SIMLI PUANLI PATIK,2023,2
2777,2023-02-06,GÜNDÜZ,A0004,10.33,3.59,Kısa Konç,KISAKONC,2023,6
2778,2023-01-06,GECE,A0015,15.08,5.27,Soket,2023-1,2023,1
2779,2023-02-15,GECE,A0029,18.42,6.95,Soket,PUNALI SOKET,2023,7
2780,2023-01-09,GECE,A0005,11.67,4.65,Soket,MAVI COKLU ARI,2023,2
2781,2023-01-22,GECE,A0004,25.42,7.99,Patik,CODE 3P.XX SHORT,2023,3
2782,2023-01-08,GÜNDÜZ,A0005,18.75,7.39,Soket,MAVI COKLU ARI,2023,1
2783,2023-02-02,GÜNDÜZ,A0033,9.25,1.68,Babet,2023-3,2023,5
2784,2023-02-14,GECE,A0020,11.33,3.78,Soket,CEMBERLI SOKET,2023,7
2785,2023-02-13,GECE,A0029,11.42,4.29,Soket,PUNALI SOKET,2023,7
2786,2023-01-02,GÜNDÜZ,A0005,9.17,3.62,Soket,MAVI COKLU ARI,2023,1
2787,2023-02-17,GÜNDÜZ,A0018,10.0,0.0,Patik,DERBILI NOKTALI,2023,7
2788,2023-02-01,GECE,A0021,14.0,4.02,Patik,KISAKONC SİM ÇEMBER,2023,5
2789,2023-01-24,GECE,A0016,15.0,4.61,Patik,CODE 3P.XX SHORT,2023,4
2790,2023-01-24,GECE,A0036,11.5,4.77,Soket,BRETTY KARAKTER,2023,4
2791,2023-02-08,GÜNDÜZ,A0021,9.5,2.9,Patik,KISAKONC SİM ÇEMBER,2023,6
2792,2023-01-06,GECE,A0012,17.17,4.92,Kısa Konç,BRK-2,2023,1
2793,2023-02-01,GÜNDÜZ,A0010,8.75,2.92,Soket,WHITE HEEL TOE ANKLE,2023,5
2794,2023-01-04,GECE,A0030,32.67,11.89,Soket,POLKA DOTA ANKLE BLUE,2023,1
2795,2023-01-16,GÜNDÜZ,A0010,11.75,2.83,Patik,CODE 3P.XX SHORT,2023,3
2796,2023-02-07,GECE,A0004,8.42,3.24,Kısa Konç,KISAKONC,2023,6
2797,2023-01-09,GECE,A0033,11.17,4.5,Soket,DENIZ MAHSULLERİ,2023,2
2798,2023-01-31,GÜNDÜZ,A0034,13.0,0.0,Patik,CARERA PATİK,2023,5
2799,2023-02-09,GÜNDÜZ,A0019,2.08,0.45,Patik,BAYAN KONC SIMLI CEMBER,2023,6
2800,2023-02-07,GÜNDÜZ,A0016,10.25,3.64,Kısa Konç,KISAKONC,2023,6
2801,2023-02-05,GECE,A0004,22.0,7.7,Kısa Konç,KISAKONC,2023,5
2802,2023-01-23,GÜNDÜZ,A0007,10.58,2.29,Patik,2023-2,2023,4
2803,2023-01-30,GECE,A0005,12.75,6.44,Soket,3P-TENİS HAVLU,2023,5
2804,2023-01-13,GECE,A0007,3.92,0.81,Patik,2023-2,2023,2
2805,2023-01-08,GÜNDÜZ,A0036,24.0,8.28,Soket,2023-1,2023,1
2806,2023-01-16,GÜNDÜZ,A0004,10.0,2.37,Patik,2023-2,2023,3
2807,2023-01-13,GECE,A0021,11.0,4.04,Soket,FLORAL ANKLE,2023,2
2808,2023-01-11,GECE,A0016,15.33,5.5,Soket,2023-1,2023,2
2809,2023-01-22,GECE,A0031,22.58,3.86,Babet,2023-3,2023,3
2810,2023-01-25,GECE,A0008,14.25,2.97,Patik,2023-2,2023,4
2811,2023-01-09,GECE,A0032,4.58,1.78,Soket,DALSIZ PAPTYA,2023,2
2812,2023-01-18,GÜNDÜZ,A0020,8.08,2.84,Soket,RIB ANKLE PURPLE,2023,3
2813,2023-02-21,GÜNDÜZ,A0006,9.0,0.0,Kısa Konç,TAM HAVLU KISA SOKET,2023,8
2814,2023-02-16,GECE,A0030,11.0,4.08,Soket,KALPLI SOKET,2023,7
2815,2023-02-03,GECE,A0036,5.75,2.69,Soket,SÜPERCITY TENIS,2023,5
2816,2023-02-12,GECE,A0014,24.58,7.55,Patik,CODE 3P.XX SHORT,2023,6
2817,2023-01-24,GECE,A0035,15.58,4.78,Patik,CODE 3P.XX SHORT,2023,4
2818,2023-02-20,GECE,A0015,15.42,4.86,Patik,CODE 3P.XX SHORT,2023,8
2819,2023-02-01,GÜNDÜZ,,0.0,0.0,,,2023,5
2820,2023-01-22,GECE,A0022,25.5,5.9,Patik,2023-2,2023,3
2821,2023-01-04,GECE,A0013,30.83,12.5,Soket,EKRU ÇOK ARI,2023,1
2822,2023-01-25,GÜNDÜZ,A0010,11.42,2.97,Patik,CODE 3P.XX SHORT,2023,4
2823,2023-01-09,GÜNDÜZ,A0003,8.58,2.93,Soket,3 LU DERBILI PURPLE/PINK,2023,2
2824,2023-01-05,GÜNDÜZ,A0021,7.83,2.85,Soket,FLORAL ANKLE,2023,1
2825,2023-01-05,GECE,A0019,11.92,4.15,Soket,3 LU DERBILI PURPLE/PINK,2023,1
2826,2023-02-22,GECE,A0025,11.0,0.0,Kısa Konç,TAM HAVLU KISA SOKET,2023,8
2827,2023-02-21,GÜNDÜZ,A0036,6.25,4.05,Soket,3P-TENİS HAVLU,2023,8
2828,2023-02-21,GÜNDÜZ,A0026,4.0,0.0,Patik,KOPEK PATİK,2023,8
2829,2023-01-30,GECE,A0018,19.0,0.0,Patik,BAYAN YILDIZ KABARTMA ,2023,5
2830,2023-01-06,GECE,A0007,12.0,4.63,Soket,DENIZ MAHSULLERİ,2023,1
2831,2023-01-07,GECE,A0007,12.75,5.1,Soket,DENIZ MAHSULLERİ,2023,1
2832,2023-01-19,GECE,A0036,10.67,4.96,Soket,KÜÇÜK  KALP,2023,3
2833,2023-01-23,GECE,A0018,18.0,0.0,Patik,BAYAN SIMLI KARELI  PATIK,2023,4
2834,2023-01-31,GÜNDÜZ,A0021,10.0,2.82,Patik,KISAKONC SİM ÇEMBER,2023,5
2835,2023-01-18,GÜNDÜZ,A0012,4.17,1.31,Soket,2023-1,2023,3
2836,2023-01-18,GECE,A0017,19.0,0.0,Patik,BAYAN SIMLI KARELI  PATIK,2023,3
2837,2023-01-26,GÜNDÜZ,A0003,15.75,4.35,Patik,CODE 3P.XX SHORT,2023,4
2838,2023-02-07,GÜNDÜZ,A0028,3.83,1.32,Soket,PUNALI SOKET,2023,6
2839,2023-02-03,GÜNDÜZ,A0011,7.67,1.3,Babet,2023-3,2023,5
