Tarih,Çalışma Grubu,İstasyon Adı,Model Ad,Sağlam(dz),Miktar (kg.),Ürün Grubu
 13.Jan.2023,GECE,A0006,CARERA PATİK,16.00,0.000,ERKEK PATİK
 13.Jan.2023,GÜNDÜZ,A0012,2023-1,8.75,2.800,BAYAN SOKET
 13.Jan.2023,GECE,A0021,FLORAL ANKLE,11.00,4.040,BAYAN SOKET
 13.Jan.2023,GECE,A0007,2023-2,3.92,0.810,SNİCKERS
 13.Jan.2023,GÜNDÜZ,A0018,BAYAN SIMLI PUANLI PATIK,12.00,0.000,BAYAN PATİK
 13.Jan.2023,GECE,A0034,CARERA PATİK,8.00,0.000,ERKEK PATİK
 13.Jan.2023,GÜNDÜZ,A0008,DENIZ MAHSULLERİ,7.00,2.880,BAYAN SOKET
 13.Jan.2023,GECE,A0016,2023-1,15.42,5.450,BAYAN SOKET
 13.Jan.2023,GECE,A0033,DENIZ MAHSULLERİ,9.00,3.640,BAYAN SOKET
 13.Jan.2023,GÜNDÜZ,A0017,TUBE CEMBERLI ,10.00,0.000,BAYAN KISAKONC
 13.Jan.2023,GÜNDÜZ,A0016,2023-1,9.25,3.280,BAYAN SOKET
 13.Jan.2023,GÜNDÜZ,A0033,DENIZ MAHSULLERİ,5.00,2.020,BAYAN SOKET
 13.Jan.2023,GÜNDÜZ,A0004,2023-2,7.67,1.890,SNİCKERS
 13.Jan.2023,GÜNDÜZ,A0019,RIB ANKLE PURPLE,7.42,2.510,BAYAN SOKET
 13.Jan.2023,GÜNDÜZ,A0029,CODE 3P.XX SHORT,7.08,1.710,PATİK
 13.Jan.2023,GECE,A0033,DENIZ MAHSULLERİ,2.50,1.000,BAYAN SOKET
 13.Jan.2023,GECE,A0013,EKRU ÇOK ARI,11.75,4.690,BAYAN SOKET
 13.Jan.2023,GÜNDÜZ,A0006,CARERA PATİK,12.00,0.000,ERKEK PATİK
 13.Jan.2023,GECE,A0027,MANTAR DESEN,12.58,4.080,BAYAN SOKET
 13.Jan.2023,GECE,A0031,3PK LOW CUT NO SHOW SOCKS,14.08,2.630,ÇETİK
 13.Jan.2023,GECE,A0017,TUBE CEMBERLI ,30.00,0.000,BAYAN KISAKONC
 13.Jan.2023,GECE,A0014,2023-1,14.67,5.340,BAYAN SOKET
 13.Jan.2023,GÜNDÜZ,A0032,DALSIZ PAPTYA,7.25,2.710,BAYAN SOKET
 13.Jan.2023,GECE,A0020,RIB ANKLE PURPLE,11.67,4.110,BAYAN SOKET
 13.Jan.2023,GECE,A0003,3 LU DERBILI PURPLE/PINK,12.08,4.200,BAYAN SOKET
 13.Jan.2023,GECE,A0011,2023-2,14.83,3.500,SNİCKERS
 13.Jan.2023,GÜNDÜZ,A0013,EKRU ÇOK ARI,7.00,2.830,BAYAN SOKET
 13.Jan.2023,GÜNDÜZ,A0025,EKRU ÇOK ARI,7.17,2.750,BAYAN SOKET
 13.Jan.2023,GECE,A0004,2023-2,14.92,3.560,SNİCKERS
 13.Jan.2023,GECE,A0024,2023-2,13.00,3.010,SNİCKERS
 13.Jan.2023,GECE,A0007,DENIZ MAHSULLERİ,7.25,2.870,BAYAN SOKET
 13.Jan.2023,GÜNDÜZ,A0003,3 LU DERBILI PURPLE/PINK,7.42,2.520,BAYAN SOKET
 13.Jan.2023,GÜNDÜZ,A0021,FLORAL ANKLE,7.50,2.630,BAYAN SOKET
 13.Jan.2023,GECE,A0030,POLKA DOTA TRAINER BLUE,15.58,3.600,BAYAN SOKET
 13.Jan.2023,GECE,A0002,FLORAL ANKLE,11.92,4.700,BAYAN SOKET
 13.Jan.2023,GÜNDÜZ,A0011,2023-2,8.83,2.070,SNİCKERS
 13.Jan.2023,GÜNDÜZ,A0001,DALGA DESEN,5.92,2.160,BAYAN SOKET
 13.Jan.2023,GÜNDÜZ,A0014,2023-1,8.58,3.070,BAYAN SOKET
 13.Jan.2023,GÜNDÜZ,A0028,MANTAR DESEN,7.67,2.420,BAYAN SOKET
 13.Jan.2023,GÜNDÜZ,A0002,FLORAL ANKLE,6.92,2.700,BAYAN SOKET
 13.Jan.2023,GECE,A0008,DENIZ MAHSULLERİ,11.83,4.950,BAYAN SOKET
 13.Jan.2023,GECE,A0001,DALGA DESEN,11.75,4.360,BAYAN SOKET
 13.Jan.2023,GÜNDÜZ,A0027,MANTAR DESEN,7.58,2.470,BAYAN SOKET
 13.Jan.2023,GECE,A0005,MAVI COKLU ARI,11.75,4.650,BAYAN SOKET
 13.Jan.2023,GÜNDÜZ,A0009,POLKA DOTA TRAINER BLUE,9.33,2.210,BAYAN SOKET
 13.Jan.2023,GECE,A0018,BAYAN SIMLI PUANLI PATIK,19.00,0.000,BAYAN PATİK
 13.Jan.2023,GÜNDÜZ,A0031,3PK LOW CUT NO SHOW SOCKS,2.00,0.380,ÇETİK
 13.Jan.2023,GECE,A0010,TENIS KISAKONC,11.08,3.200,BAYAN SOKET
 13.Jan.2023,GÜNDÜZ,A0036,2023-1,8.83,2.880,BAYAN SOKET
 13.Jan.2023,GECE,A0023,2023-1,16.33,5.780,BAYAN SOKET
 13.Jan.2023,GECE,A0015,2023-1,14.00,4.990,BAYAN SOKET
 13.Jan.2023,GECE,A0036,2023-1,14.92,4.790,BAYAN SOKET
 13.Jan.2023,GECE,A0028,MANTAR DESEN,12.67,4.020,BAYAN SOKET
 13.Jan.2023,GECE,A0022,2023-2,14.42,3.350,SNİCKERS
 13.Jan.2023,GECE,A0035,TEK ARI,11.58,4.490,BAYAN SOKET
 13.Jan.2023,GECE,A0032,DALSIZ PAPTYA,11.42,4.390,BAYAN SOKET
 13.Jan.2023,GECE,A0019,RIB ANKLE PURPLE,12.25,4.180,BAYAN SOKET
 13.Jan.2023,GÜNDÜZ,A0005,MAVI COKLU ARI,7.17,2.820,BAYAN SOKET
 13.Jan.2023,GÜNDÜZ,A0007,DENIZ MAHSULLERİ,6.92,2.750,BAYAN SOKET
 13.Jan.2023,GECE,A0006,CARERA PATİK,6.00,0.000,ERKEK PATİK
 13.Jan.2023,GÜNDÜZ,A0035,TEK ARI,7.00,2.730,BAYAN SOKET
 13.Jan.2023,GÜNDÜZ,A0030,POLKA DOTA TRAINER BLUE,9.50,2.230,BAYAN SOKET
 13.Jan.2023,GECE,A0029,CODE 3P.XX SHORT,17.42,4.230,PATİK
 13.Jan.2023,GÜNDÜZ,A0015,2023-1,9.17,3.310,BAYAN SOKET
 13.Jan.2023,GECE,A0012,2023-1,14.50,4.670,BAYAN SOKET
 13.Jan.2023,GECE,A0009,POLKA DOTA TRAINER BLUE,15.67,3.730,BAYAN SOKET
 13.Jan.2023,GÜNDÜZ,A0020,RIB ANKLE PURPLE,7.17,2.510,BAYAN SOKET
 12.Jan.2023,GECE,A0001,POLKA DOTA TRAINER BLUE,15.67,3.720,BAYAN SOKET
 12.Jan.2023,GECE,A0015,2023-1,15.25,5.480,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0004,TEK  PAPTYA,8.25,3.180,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0006,CARERA PATİK,10.00,0.000,ERKEK PATİK
 12.Jan.2023,GECE,A0016,2023-1,14.83,5.360,BAYAN SOKET
 12.Jan.2023,GECE,A0031,3PK LOW CUT NO SHOW SOCKS,13.83,2.590,ÇETİK
 12.Jan.2023,GECE,A0004,TEK  PAPTYA,12.42,4.720,BAYAN SOKET
 12.Jan.2023,GECE,A0018,BAYAN SIMLI PUANLI PATIK,19.00,0.000,BAYAN PATİK
 12.Jan.2023,GÜNDÜZ,A0005,MAVI COKLU ARI,8.42,3.280,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0007,DENIZ MAHSULLERİ,4.50,1.800,BAYAN SOKET
 12.Jan.2023,GECE,A0014,2023-1,3.83,1.330,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0033,DENIZ MAHSULLERİ,7.67,3.090,BAYAN SOKET
 12.Jan.2023,GECE,A0023,2023-1,17.58,6.210,BAYAN SOKET
 12.Jan.2023,GECE,A0013,EKRU ÇOK ARI,11.33,4.540,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0014,DALLI   PAPTYA,8.33,3.180,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0022,2023-2,10.08,2.410,SNİCKERS
 12.Jan.2023,GECE,A0020,RIB ANKLE PURPLE,1.58,0.580,BAYAN SOKET
 12.Jan.2023,GECE,A0021,FLORAL ANKLE,12.17,4.450,BAYAN SOKET
 12.Jan.2023,GECE,A0028,MANTAR DESEN,12.50,3.980,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0032,DALSIZ PAPTYA,7.33,2.850,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0013,EKRU ÇOK ARI,8.17,3.210,BAYAN SOKET
 12.Jan.2023,GECE,A0030,POLKA DOTA TRAINER BLUE,11.83,2.730,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0036,2023-1,10.33,3.230,BAYAN SOKET
 12.Jan.2023,GECE,A0033,DENIZ MAHSULLERİ,11.00,4.480,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0002,FLORAL ANKLE,8.00,3.100,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0017,TUBE CEMBERLI ,11.00,0.000,BAYAN KISAKONC
 12.Jan.2023,GECE,A0007,DENIZ MAHSULLERİ,11.92,4.680,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0035,TEK ARI,8.00,3.130,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0016,2023-1,10.42,3.740,BAYAN SOKET
 12.Jan.2023,GECE,A0020,3 LU DERBILI PURPLE/PINK,10.42,3.730,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0009,POLKA DOTA TRAINER BLUE,10.33,2.490,BAYAN SOKET
 12.Jan.2023,GECE,A0010,TENIS KISAKONC,14.58,4.170,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0030,POLKA DOTA TRAINER BLUE,10.75,2.450,BAYAN SOKET
 12.Jan.2023,GECE,A0008,DENIZ MAHSULLERİ,12.17,4.900,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0008,DENIZ MAHSULLERİ,8.00,3.300,BAYAN SOKET
 12.Jan.2023,GECE,A0009,POLKA DOTA TRAINER BLUE,13.42,3.200,BAYAN SOKET
 12.Jan.2023,GECE,A0019,RIB ANKLE PURPLE,9.67,3.460,BAYAN SOKET
 12.Jan.2023,GECE,A0024,2023-2,13.58,3.050,SNİCKERS
 12.Jan.2023,GÜNDÜZ,A0010,DALMACYA RENKLI,8.67,2.900,BAYAN SOKET
 12.Jan.2023,GECE,A0022,2023-2,12.33,2.890,SNİCKERS
 12.Jan.2023,GÜNDÜZ,A0020,3 LU DERBILI PURPLE/PINK,8.25,2.910,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0003,3 LU DERBILI PURPLE/PINK,8.42,2.860,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0001,DALGA DESEN,0.08,0.000,BAYAN SOKET
 12.Jan.2023,GECE,A0032,DALSIZ PAPTYA,11.42,4.390,BAYAN SOKET
 12.Jan.2023,GECE,A0014,DALLI   PAPTYA,8.50,3.280,BAYAN SOKET
 12.Jan.2023,GECE,A0035,TEK ARI,12.25,4.770,BAYAN SOKET
 12.Jan.2023,GECE,A0005,MAVI COKLU ARI,12.00,4.770,BAYAN SOKET
 12.Jan.2023,GECE,A0030,POLKA DOTA TRAINER BLUE,3.92,0.910,BAYAN SOKET
 12.Jan.2023,GECE,A0011,2023-2,14.17,3.270,SNİCKERS
 12.Jan.2023,GÜNDÜZ,A0028,MANTAR DESEN,8.75,2.760,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0011,2023-2,10.08,2.380,SNİCKERS
 12.Jan.2023,GÜNDÜZ,A0034,CARERA PATİK,10.00,0.000,ERKEK PATİK
 12.Jan.2023,GÜNDÜZ,A0021,FLORAL ANKLE,8.25,3.000,BAYAN SOKET
 12.Jan.2023,GECE,A0027,MANTAR DESEN,12.42,4.020,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0019,3 LU DERBILI PURPLE/PINK,8.33,2.870,BAYAN SOKET
 12.Jan.2023,GECE,A0006,CARERA PATİK,14.00,0.000,ERKEK PATİK
 12.Jan.2023,GÜNDÜZ,A0027,MANTAR DESEN,8.92,2.900,BAYAN SOKET
 12.Jan.2023,GECE,A0029,FLORAL ANKLE,10.67,4.260,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0015,2023-1,10.33,3.730,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0029,FLORAL ANKLE,7.67,3.100,BAYAN SOKET
 12.Jan.2023,GECE,A0012,2023-1,12.17,3.840,BAYAN SOKET
 12.Jan.2023,GECE,A0036,2023-1,15.42,4.890,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0031,3PK LOW CUT NO SHOW SOCKS,5.92,1.120,ÇETİK
 12.Jan.2023,GECE,A0019,3 LU DERBILI PURPLE/PINK,3.08,1.100,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0007,DENIZ MAHSULLERİ,4.75,1.880,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0012,2023-1,9.67,3.060,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0001,POLKA DOTA TRAINER BLUE,9.92,2.330,BAYAN SOKET
 12.Jan.2023,GECE,A0034,CARERA PATİK,14.00,0.000,ERKEK PATİK
 12.Jan.2023,GECE,A0003,3 LU DERBILI PURPLE/PINK,11.67,4.120,BAYAN SOKET
 12.Jan.2023,GECE,A0002,FLORAL ANKLE,11.83,4.530,BAYAN SOKET
 12.Jan.2023,GÜNDÜZ,A0018,BAYAN SIMLI PUANLI PATIK,16.00,0.000,BAYAN PATİK
 12.Jan.2023,GECE,A0025,EKRU ÇOK ARI,34.50,13.250,BAYAN SOKET
 11.Jan.2023,GECE,A0016,2023-1,15.33,5.500,BAYAN SOKET
 11.Jan.2023,GECE,A0028,MANTAR DESEN,12.83,4.150,BAYAN SOKET
 11.Jan.2023,GECE,A0005,MAVI COKLU ARI,11.92,4.770,BAYAN SOKET
 11.Jan.2023,GECE,A0018,BAYAN SIMLI PUANLI PATIK,15.00,0.000,BAYAN PATİK
 11.Jan.2023,GECE,A0010,DALMACYA RENKLI,12.92,4.300,BAYAN SOKET
 11.Jan.2023,GECE,A0009,POLKA DOTA TRAINER BLUE,17.75,4.220,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0019,3 LU DERBILI PURPLE/PINK,8.50,2.840,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0035,TEK ARI,8.67,3.340,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0033,DENIZ MAHSULLERİ,3.50,1.470,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0009,POLKA DOTA ANKLE BLUE,6.25,2.300,BAYAN SOKET
 11.Jan.2023,GECE,A0002,FLORAL ANKLE,9.08,3.500,BAYAN SOKET
 11.Jan.2023,GECE,A0008,DENIZ MAHSULLERİ,11.75,4.860,BAYAN SOKET
 11.Jan.2023,GECE,A0011,2023-2,13.42,3.170,SNİCKERS
 11.Jan.2023,GÜNDÜZ,A0015,2023-1,10.33,3.690,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0027,MANTAR DESEN,7.25,2.290,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0001,POLKA DOTA ANKLE BLUE,7.33,2.710,BAYAN SOKET
 11.Jan.2023,GECE,A0023,2023-1,15.33,5.430,BAYAN SOKET
 11.Jan.2023,GECE,A0030,POLKA DOTA TRAINER BLUE,15.50,3.600,BAYAN SOKET
 11.Jan.2023,GECE,A0033,DENIZ MAHSULLERİ,6.50,2.610,BAYAN SOKET
 11.Jan.2023,GECE,A0032,DALSIZ PAPTYA,11.75,4.520,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0023,2023-1,10.25,3.590,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0020,3 LU DERBILI PURPLE/PINK,7.83,2.810,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0021,FLORAL ANKLE,8.25,3.030,BAYAN SOKET
 11.Jan.2023,GECE,A0029,FLORAL ANKLE,11.58,4.660,BAYAN SOKET
 11.Jan.2023,GECE,A0036,2023-1,19.17,6.190,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0032,DALSIZ PAPTYA,7.75,3.000,BAYAN SOKET
 11.Jan.2023,GECE,A0006,CARERA PATİK,13.00,0.000,ERKEK PATİK
 11.Jan.2023,GÜNDÜZ,A0007,DENIZ MAHSULLERİ,7.67,2.980,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0018,BAYAN SIMLI PUANLI PATIK,6.00,0.000,BAYAN PATİK
 11.Jan.2023,GÜNDÜZ,A0036,2023-1,7.33,2.490,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0028,MANTAR DESEN,6.67,2.110,BAYAN SOKET
 11.Jan.2023,GECE,A0022,2023-2,14.00,3.310,SNİCKERS
 11.Jan.2023,GÜNDÜZ,A0014,DALLI   PAPTYA,8.17,3.130,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0012,2023-1,5.42,1.800,BAYAN SOKET
 11.Jan.2023,GECE,A0013,EKRU ÇOK ARI,11.33,4.550,BAYAN SOKET
 11.Jan.2023,GECE,A0004,TEK  PAPTYA,12.08,4.650,BAYAN SOKET
 11.Jan.2023,GECE,A0001,POLKA DOTA TRAINER BLUE,16.58,3.910,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0003,3 LU DERBILI PURPLE/PINK,8.08,2.740,BAYAN SOKET
 11.Jan.2023,GECE,A0031,3PK LOW CUT NO SHOW SOCKS,13.75,2.590,ÇETİK
 11.Jan.2023,GECE,A0012,2023-1,17.58,5.440,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0030,POLKA DOTA ANKLE BLUE,2.08,0.750,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0004,TEK  PAPTYA,8.08,3.100,BAYAN SOKET
 11.Jan.2023,GECE,A0014,DALLI   PAPTYA,12.33,4.760,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0029,FLORAL ANKLE,7.83,3.080,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0017,TUBE CEMBERLI ,10.00,0.000,BAYAN KISAKONC
 11.Jan.2023,GECE,A0027,MANTAR DESEN,12.92,4.130,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0024,2023-2,8.75,2.020,SNİCKERS
 11.Jan.2023,GECE,A0003,3 LU DERBILI PURPLE/PINK,12.00,4.230,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0002,FLORAL ANKLE,7.67,3.000,BAYAN SOKET
 11.Jan.2023,GECE,A0019,3 LU DERBILI PURPLE/PINK,11.92,4.170,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0013,EKRU ÇOK ARI,8.00,3.250,BAYAN SOKET
 11.Jan.2023,GECE,A0017,TUBE CEMBERLI ,17.00,0.000,BAYAN KISAKONC
 11.Jan.2023,GECE,A0034,CARERA PATİK,17.00,0.000,ERKEK PATİK
 11.Jan.2023,GÜNDÜZ,A0006,CARERA PATİK,11.00,0.000,ERKEK PATİK
 11.Jan.2023,GÜNDÜZ,A0008,DENIZ MAHSULLERİ,7.75,3.240,BAYAN SOKET
 11.Jan.2023,GECE,A0020,3 LU DERBILI PURPLE/PINK,12.08,4.260,BAYAN SOKET
 11.Jan.2023,GECE,A0035,TEK ARI,11.92,4.700,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0005,MAVI COKLU ARI,8.42,3.260,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0016,2023-1,10.50,3.740,BAYAN SOKET
 11.Jan.2023,GECE,A0007,DENIZ MAHSULLERİ,11.50,4.530,BAYAN SOKET
 11.Jan.2023,GECE,A0033,DENIZ MAHSULLERİ,5.33,2.140,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0011,2023-2,9.83,2.300,SNİCKERS
 11.Jan.2023,GÜNDÜZ,A0030,POLKA DOTA TRAINER BLUE,7.92,1.760,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0031,3PK LOW CUT NO SHOW SOCKS,8.33,1.600,ÇETİK
 11.Jan.2023,GECE,A0015,2023-1,15.33,5.500,BAYAN SOKET
 11.Jan.2023,GECE,A0025,TEK ARI,13.50,5.170,BAYAN SOKET
 11.Jan.2023,GÜNDÜZ,A0010,DALMACYA RENKLI,8.92,2.960,BAYAN SOKET
 11.Jan.2023,GECE,A0021,FLORAL ANKLE,12.08,4.360,BAYAN SOKET
 11.Jan.2023,GECE,A0024,2023-2,11.25,2.530,SNİCKERS
 11.Jan.2023,GECE,A0002,FLORAL ANKLE,2.75,1.060,BAYAN SOKET
 10.Jan.2023,GECE,A0007,DENIZ MAHSULLERİ,2.17,0.860,BAYAN SOKET
 10.Jan.2023,GECE,A0022,2023-2,10.75,2.460,SNİCKERS
 10.Jan.2023,GÜNDÜZ,A0016,2023-1,10.42,3.750,BAYAN SOKET
 10.Jan.2023,GECE,A0029,FLORAL ANKLE,4.50,1.770,BAYAN SOKET
 10.Jan.2023,GECE,A0004,TEK  PAPTYA,9.42,3.640,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0007,DENIZ MAHSULLERİ,7.33,2.880,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0008,DENIZ MAHSULLERİ,8.08,3.380,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0001,POLKA DOTA ANKLE BLUE,6.50,2.270,BAYAN SOKET
 10.Jan.2023,GECE,A0025,TEK ARI,11.67,4.530,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0014,DALLI   PAPTYA,7.58,2.910,BAYAN SOKET
 10.Jan.2023,GECE,A0014,DALLI   PAPTYA,7.42,2.900,BAYAN SOKET
 10.Jan.2023,GECE,A0004,TEK  PAPTYA,3.00,1.150,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0033,DENIZ MAHSULLERİ,7.50,3.040,BAYAN SOKET
 10.Jan.2023,GECE,A0013,EKRU ÇOK ARI,11.83,4.740,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0035,TEK ARI,8.08,3.200,BAYAN SOKET
 10.Jan.2023,GECE,A0011,2023-2,13.58,3.190,SNİCKERS
 10.Jan.2023,GECE,A0020,3 LU DERBILI PURPLE/PINK,1.92,0.690,BAYAN SOKET
 10.Jan.2023,GECE,A0001,POLKA DOTA ANKLE BLUE,12.17,4.470,BAYAN SOKET
 10.Jan.2023,GECE,A0017,TUBE CEMBERLI ,16.00,0.000,BAYAN KISAKONC
 10.Jan.2023,GECE,A0008,DENIZ MAHSULLERİ,8.67,3.630,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0011,2023-2,6.75,1.570,SNİCKERS
 10.Jan.2023,GÜNDÜZ,A0030,POLKA DOTA ANKLE BLUE,8.50,2.970,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0024,FLAMINGO SOKET,7.75,2.940,BAYAN SOKET
 10.Jan.2023,GECE,A0006,CARERA PATİK,14.00,0.000,ERKEK PATİK
 10.Jan.2023,GÜNDÜZ,A0012,2023-1,12.50,4.210,BAYAN SOKET
 10.Jan.2023,GECE,A0027,MANTAR DESEN,12.83,4.090,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0003,3 LU DERBILI PURPLE/PINK,7.92,2.780,BAYAN SOKET
 10.Jan.2023,GECE,A0033,DENIZ MAHSULLERİ,11.17,4.450,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0015,2023-1,8.25,3.010,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0021,FLORAL ANKLE,8.00,2.940,BAYAN SOKET
 10.Jan.2023,GECE,A0032,DALSIZ PAPTYA,12.00,4.620,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0004,TEK  PAPTYA,8.00,3.070,BAYAN SOKET
 10.Jan.2023,GECE,A0035,TEK ARI,11.83,4.680,BAYAN SOKET
 10.Jan.2023,GECE,A0021,FLORAL ANKLE,12.17,4.540,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0002,FLORAL ANKLE,8.08,3.110,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0032,DALSIZ PAPTYA,8.08,3.100,BAYAN SOKET
 10.Jan.2023,GECE,A0002,FLORAL ANKLE,11.67,4.570,BAYAN SOKET
 10.Jan.2023,GECE,A0012,2023-1,14.33,5.050,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0005,MAVI COKLU ARI,8.17,3.150,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0036,2023-1,10.25,3.520,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0031,3PK LOW CUT NO SHOW SOCKS,9.17,1.740,ÇETİK
 10.Jan.2023,GECE,A0030,POLKA DOTA ANKLE BLUE,12.42,4.500,BAYAN SOKET
 10.Jan.2023,GECE,A0019,3 LU DERBILI PURPLE/PINK,12.00,4.140,BAYAN SOKET
 10.Jan.2023,GECE,A0015,2023-1,15.17,5.580,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0013,EKRU ÇOK ARI,7.67,3.040,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0010,DALMACYA RENKLI,8.92,3.080,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0029,FLORAL ANKLE,7.50,2.980,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0009,POLKA DOTA ANKLE BLUE,8.67,3.200,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0017,TUBE CEMBERLI ,11.00,0.000,BAYAN KISAKONC
 10.Jan.2023,GECE,A0008,DENIZ MAHSULLERİ,2.58,1.090,BAYAN SOKET
 10.Jan.2023,GECE,A0018,BAYAN SIMLI PUANLI PATIK,18.00,0.000,BAYAN PATİK
 10.Jan.2023,GÜNDÜZ,A0019,3 LU DERBILI PURPLE/PINK,8.17,2.770,BAYAN SOKET
 10.Jan.2023,GECE,A0014,DALLI   PAPTYA,4.50,1.770,BAYAN SOKET
 10.Jan.2023,GECE,A0005,MAVI COKLU ARI,11.75,4.590,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0001,POLKA DOTA ANKLE BLUE,2.00,0.710,BAYAN SOKET
 10.Jan.2023,GECE,A0023,2023-1,17.75,6.220,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0018,BAYAN SIMLI PUANLI PATIK,14.00,0.000,BAYAN PATİK
 10.Jan.2023,GECE,A0024,FLAMINGO SOKET,11.58,4.490,BAYAN SOKET
 10.Jan.2023,GECE,A0034,CARERA PATİK,10.00,0.000,ERKEK PATİK
 10.Jan.2023,GÜNDÜZ,A0020,3 LU DERBILI PURPLE/PINK,7.58,2.670,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0027,MANTAR DESEN,8.42,2.660,BAYAN SOKET
 10.Jan.2023,GECE,A0016,2023-1,15.33,5.580,BAYAN SOKET
 10.Jan.2023,GÜNDÜZ,A0006,CARERA PATİK,11.00,0.000,ERKEK PATİK
 10.Jan.2023,GECE,A0010,DALMACYA RENKLI,8.50,2.880,BAYAN SOKET
 10.Jan.2023,GECE,A0009,POLKA DOTA ANKLE BLUE,12.17,4.510,BAYAN SOKET
 10.Jan.2023,GECE,A0031,3PK LOW CUT NO SHOW SOCKS,13.75,2.580,ÇETİK
 10.Jan.2023,GECE,A0007,DENIZ MAHSULLERİ,8.08,3.190,BAYAN SOKET
